date,geography,geography code,Welsh writing ability: Total: All usual residents aged 3 years and over,Welsh writing ability: Cannot write Welsh,Welsh writing ability: Can write Welsh
2021,W00006060,W00006060,289,270,19
2021,W00006061,W00006061,305,247,58
2021,W00006062,W00006062,310,275,35
2021,W00006063,W00006063,256,240,16
2021,W00006064,W00006064,286,268,18
2021,W00006065,W00006065,290,268,22
2021,W00006066,W00006066,312,275,37
2021,W00006067,W00006067,247,219,28
2021,W00006068,W00006068,188,178,10
2021,W00006069,W00006069,273,240,33
2021,W00006070,W00006070,340,300,40
2021,W00006071,W00006071,227,212,15
2021,W00006072,W00006072,327,283,44
2021,W00006073,W00006073,314,292,22
2021,W00006074,W00006074,256,226,30
2021,W00006075,W00006075,289,262,27
2021,W00006076,W00006076,284,258,26
2021,W00006077,W00006077,273,248,25
2021,W00006078,W00006078,330,293,37
2021,W00006079,W00006079,284,259,25
2021,W00006080,W00006080,363,305,58
2021,W00006081,W00006081,343,307,36
2021,W00006082,W00006082,373,325,48
2021,W00006083,W00006083,258,233,25
2021,W00006084,W00006084,324,293,31
2021,W00006085,W00006085,300,271,29
2021,W00006086,W00006086,227,207,20
2021,W00006087,W00006087,340,316,24
2021,W00006088,W00006088,258,239,19
2021,W00006089,W00006089,456,396,60
2021,W00006090,W00006090,211,196,15
2021,W00006091,W00006091,145,139,6
2021,W00006092,W00006092,289,256,33
2021,W00006093,W00006093,258,235,23
2021,W00006094,W00006094,238,223,15
2021,W00006095,W00006095,385,319,66
2021,W00006096,W00006096,254,225,29
2021,W00006097,W00006097,445,383,62
2021,W00006098,W00006098,269,250,19
2021,W00006099,W00006099,278,260,18
2021,W00006100,W00006100,267,236,31
2021,W00006101,W00006101,274,223,51
2021,W00006102,W00006102,378,333,45
2021,W00006103,W00006103,426,374,52
2021,W00006105,W00006105,313,290,23
2021,W00006106,W00006106,356,326,30
2021,W00006107,W00006107,286,263,23
2021,W00006108,W00006108,228,203,25
2021,W00006109,W00006109,283,263,20
2021,W00006110,W00006110,209,193,16
2021,W00006111,W00006111,271,239,32
2021,W00006112,W00006112,254,225,29
2021,W00006113,W00006113,273,253,20
2021,W00006114,W00006114,275,236,39
2021,W00006115,W00006115,283,229,54
2021,W00006116,W00006116,312,289,23
2021,W00006117,W00006117,231,196,35
2021,W00006118,W00006118,242,216,26
2021,W00006119,W00006119,262,227,35
2021,W00006120,W00006120,584,515,69
2021,W00006121,W00006121,289,269,20
2021,W00006122,W00006122,383,349,34
2021,W00006123,W00006123,136,123,13
2021,W00006124,W00006124,201,172,29
2021,W00006125,W00006125,339,284,55
2021,W00006126,W00006126,239,218,21
2021,W00006127,W00006127,335,318,17
2021,W00006129,W00006129,329,269,60
2021,W00006130,W00006130,269,238,31
2021,W00006131,W00006131,272,242,30
2021,W00006133,W00006133,214,200,14
2021,W00006137,W00006137,441,345,96
2021,W00006138,W00006138,265,241,24
2021,W00006139,W00006139,363,305,58
2021,W00006140,W00006140,306,238,68
2021,W00006141,W00006141,337,296,41
2021,W00006142,W00006142,290,257,33
2021,W00006143,W00006143,315,276,39
2021,W00006144,W00006144,293,270,23
2021,W00006145,W00006145,386,325,61
2021,W00006146,W00006146,276,249,27
2021,W00006147,W00006147,308,271,37
2021,W00006148,W00006148,286,247,39
2021,W00006149,W00006149,334,302,32
2021,W00006150,W00006150,291,281,10
2021,W00006151,W00006151,255,240,15
2021,W00006152,W00006152,281,240,41
2021,W00006153,W00006153,268,252,16
2021,W00006154,W00006154,255,233,22
2021,W00006155,W00006155,296,274,22
2021,W00006156,W00006156,263,238,25
2021,W00006157,W00006157,229,219,10
2021,W00006158,W00006158,224,213,11
2021,W00006159,W00006159,325,314,11
2021,W00006160,W00006160,309,280,29
2021,W00006161,W00006161,236,219,17
2021,W00006162,W00006162,402,371,31
2021,W00006163,W00006163,320,303,17
2021,W00006164,W00006164,264,245,19
2021,W00006166,W00006166,256,224,32
2021,W00006167,W00006167,289,274,15
2021,W00006168,W00006168,276,247,29
2021,W00006169,W00006169,292,266,26
2021,W00006170,W00006170,271,246,25
2021,W00006172,W00006172,244,226,18
2021,W00006173,W00006173,427,407,20
2021,W00006174,W00006174,253,223,30
2021,W00006175,W00006175,248,238,10
2021,W00006176,W00006176,272,253,19
2021,W00006177,W00006177,220,208,12
2021,W00006178,W00006178,200,194,6
2021,W00006179,W00006179,285,266,19
2021,W00006180,W00006180,294,275,19
2021,W00006181,W00006181,299,278,21
2021,W00006182,W00006182,240,231,9
2021,W00006183,W00006183,290,264,26
2021,W00006184,W00006184,280,270,10
2021,W00006185,W00006185,324,295,29
2021,W00006186,W00006186,264,227,37
2021,W00006187,W00006187,286,255,31
2021,W00006188,W00006188,268,240,28
2021,W00006189,W00006189,275,243,32
2021,W00006190,W00006190,267,237,30
2021,W00006191,W00006191,232,219,13
2021,W00006192,W00006192,255,237,18
2021,W00006193,W00006193,236,224,12
2021,W00006194,W00006194,261,241,20
2021,W00006195,W00006195,277,240,37
2021,W00006196,W00006196,287,263,24
2021,W00006197,W00006197,308,267,41
2021,W00006198,W00006198,286,261,25
2021,W00006199,W00006199,258,230,28
2021,W00006200,W00006200,240,215,25
2021,W00006201,W00006201,252,228,24
2021,W00006202,W00006202,202,190,12
2021,W00006203,W00006203,247,226,21
2021,W00006204,W00006204,317,294,23
2021,W00006205,W00006205,163,150,13
2021,W00006206,W00006206,324,276,48
2021,W00006207,W00006207,262,241,21
2021,W00006208,W00006208,233,222,11
2021,W00006209,W00006209,404,343,61
2021,W00006210,W00006210,273,257,16
2021,W00006211,W00006211,356,332,24
2021,W00006212,W00006212,271,245,26
2021,W00006213,W00006213,228,216,12
2021,W00006214,W00006214,315,299,16
2021,W00006215,W00006215,333,304,29
2021,W00006216,W00006216,210,199,11
2021,W00006217,W00006217,269,262,7
2021,W00006218,W00006218,308,287,21
2021,W00006219,W00006219,265,246,19
2021,W00006220,W00006220,287,272,15
2021,W00006221,W00006221,370,327,43
2021,W00006222,W00006222,238,211,27
2021,W00006223,W00006223,272,242,30
2021,W00006224,W00006224,235,222,13
2021,W00006225,W00006225,245,217,28
2021,W00006226,W00006226,368,330,38
2021,W00006227,W00006227,300,263,37
2021,W00006228,W00006228,302,266,36
2021,W00006229,W00006229,211,187,24
2021,W00006230,W00006230,297,272,25
2021,W00006231,W00006231,215,184,31
2021,W00006232,W00006232,244,208,36
2021,W00006233,W00006233,247,225,22
2021,W00006234,W00006234,255,231,24
2021,W00006235,W00006235,206,190,16
2021,W00006236,W00006236,284,265,19
2021,W00006237,W00006237,246,221,25
2021,W00006238,W00006238,207,178,29
2021,W00006239,W00006239,198,180,18
2021,W00006240,W00006240,484,436,48
2021,W00006241,W00006241,266,235,31
2021,W00006242,W00006242,200,180,20
2021,W00006243,W00006243,278,246,32
2021,W00006244,W00006244,295,259,36
2021,W00006245,W00006245,267,242,25
2021,W00006246,W00006246,242,220,22
2021,W00006247,W00006247,130,110,20
2021,W00006248,W00006248,297,265,32
2021,W00006249,W00006249,528,480,48
2021,W00006250,W00006250,402,351,51
2021,W00006251,W00006251,443,398,45
2021,W00006252,W00006252,351,284,67
2021,W00006253,W00006253,274,244,30
2021,W00006254,W00006254,331,284,47
2021,W00006255,W00006255,354,296,58
2021,W00006257,W00006257,378,327,51
2021,W00006259,W00006259,398,352,46
2021,W00006261,W00006261,264,241,23
2021,W00006262,W00006262,214,198,16
2021,W00006263,W00006263,393,347,46
2021,W00006264,W00006264,315,254,61
2021,W00006265,W00006265,386,333,53
2021,W00006266,W00006266,185,168,17
2021,W00006268,W00006268,500,440,60
2021,W00006269,W00006269,357,312,45
2021,W00006270,W00006270,227,209,18
2021,W00006271,W00006271,253,233,20
2021,W00006272,W00006272,297,254,43
2021,W00006273,W00006273,378,336,42
2021,W00006274,W00006274,460,380,80
2021,W00006275,W00006275,310,295,15
2021,W00006276,W00006276,325,294,31
2021,W00006277,W00006277,197,174,23
2021,W00006278,W00006278,489,384,105
2021,W00006280,W00006280,303,275,28
2021,W00006281,W00006281,284,251,33
2021,W00006282,W00006282,179,160,19
2021,W00006283,W00006283,417,385,32
2021,W00006284,W00006284,427,371,56
2021,W00006286,W00006286,273,241,32
2021,W00006287,W00006287,246,200,46
2021,W00006289,W00006289,254,224,30
2021,W00006290,W00006290,308,268,40
2021,W00006291,W00006291,333,274,59
2021,W00006292,W00006292,246,203,43
2021,W00006293,W00006293,283,232,51
2021,W00006294,W00006294,284,235,49
2021,W00006295,W00006295,325,280,45
2021,W00006296,W00006296,274,234,40
2021,W00006297,W00006297,276,235,41
2021,W00006298,W00006298,279,238,41
2021,W00006299,W00006299,286,256,30
2021,W00006300,W00006300,293,262,31
2021,W00006301,W00006301,303,234,69
2021,W00006302,W00006302,310,256,54
2021,W00006303,W00006303,285,258,27
2021,W00006304,W00006304,360,293,67
2021,W00006305,W00006305,312,282,30
2021,W00006306,W00006306,272,245,27
2021,W00006307,W00006307,262,186,76
2021,W00006308,W00006308,284,237,47
2021,W00006309,W00006309,274,234,40
2021,W00006310,W00006310,290,244,46
2021,W00006311,W00006311,242,207,35
2021,W00006312,W00006312,274,220,54
2021,W00006313,W00006313,227,208,19
2021,W00006314,W00006314,292,255,37
2021,W00006315,W00006315,331,258,73
2021,W00006316,W00006316,462,390,72
2021,W00006317,W00006317,273,249,24
2021,W00006318,W00006318,309,275,34
2021,W00006319,W00006319,353,325,28
2021,W00006320,W00006320,316,291,25
2021,W00006321,W00006321,291,263,28
2021,W00006322,W00006322,285,266,19
2021,W00006323,W00006323,295,272,23
2021,W00006324,W00006324,327,296,31
2021,W00006325,W00006325,323,300,23
2021,W00006326,W00006326,222,215,7
2021,W00006327,W00006327,299,278,21
2021,W00006328,W00006328,254,241,13
2021,W00006329,W00006329,275,249,26
2021,W00006330,W00006330,265,242,23
2021,W00006331,W00006331,223,205,18
2021,W00006332,W00006332,225,211,14
2021,W00006333,W00006333,293,260,33
2021,W00006334,W00006334,225,210,15
2021,W00006335,W00006335,262,245,17
2021,W00006336,W00006336,184,176,8
2021,W00006337,W00006337,299,267,32
2021,W00006338,W00006338,369,314,55
2021,W00006339,W00006339,325,294,31
2021,W00006340,W00006340,275,255,20
2021,W00006341,W00006341,499,433,66
2021,W00006342,W00006342,278,261,17
2021,W00006343,W00006343,291,261,30
2021,W00006344,W00006344,240,213,27
2021,W00006345,W00006345,372,323,49
2021,W00006346,W00006346,248,225,23
2021,W00006347,W00006347,330,302,28
2021,W00006348,W00006348,251,219,32
2021,W00006349,W00006349,301,272,29
2021,W00006350,W00006350,237,223,14
2021,W00006351,W00006351,325,286,39
2021,W00006352,W00006352,251,225,26
2021,W00006353,W00006353,276,251,25
2021,W00006354,W00006354,235,225,10
2021,W00006355,W00006355,342,326,16
2021,W00006356,W00006356,355,314,41
2021,W00006357,W00006357,258,232,26
2021,W00006358,W00006358,243,221,22
2021,W00006359,W00006359,225,214,11
2021,W00006360,W00006360,308,269,39
2021,W00006361,W00006361,194,178,16
2021,W00006362,W00006362,267,249,18
2021,W00006363,W00006363,245,231,14
2021,W00006364,W00006364,314,288,26
2021,W00006365,W00006365,331,308,23
2021,W00006366,W00006366,289,273,16
2021,W00006367,W00006367,246,229,17
2021,W00006368,W00006368,225,198,27
2021,W00006369,W00006369,245,216,29
2021,W00006370,W00006370,262,233,29
2021,W00006371,W00006371,298,258,40
2021,W00006372,W00006372,271,251,20
2021,W00006373,W00006373,285,266,19
2021,W00006374,W00006374,269,241,28
2021,W00006375,W00006375,378,352,26
2021,W00006376,W00006376,211,202,9
2021,W00006377,W00006377,262,246,16
2021,W00006378,W00006378,315,283,32
2021,W00006379,W00006379,287,272,15
2021,W00006380,W00006380,262,238,24
2021,W00006381,W00006381,297,275,22
2021,W00006382,W00006382,296,243,53
2021,W00006383,W00006383,340,307,33
2021,W00006384,W00006384,316,289,27
2021,W00006385,W00006385,276,252,24
2021,W00006386,W00006386,336,302,34
2021,W00006387,W00006387,254,224,30
2021,W00006388,W00006388,197,178,19
2021,W00006389,W00006389,277,248,29
2021,W00006390,W00006390,329,306,23
2021,W00006391,W00006391,292,253,39
2021,W00006392,W00006392,283,255,28
2021,W00006393,W00006393,238,212,26
2021,W00006394,W00006394,280,261,19
2021,W00006395,W00006395,262,233,29
2021,W00006396,W00006396,274,229,45
2021,W00006397,W00006397,244,229,15
2021,W00006398,W00006398,322,272,50
2021,W00006399,W00006399,307,286,21
2021,W00006400,W00006400,273,248,25
2021,W00006401,W00006401,331,300,31
2021,W00006402,W00006402,312,288,24
2021,W00006403,W00006403,197,190,7
2021,W00006404,W00006404,267,246,21
2021,W00006405,W00006405,299,273,26
2021,W00006406,W00006406,294,279,15
2021,W00006407,W00006407,200,193,7
2021,W00006408,W00006408,260,250,10
2021,W00006409,W00006409,253,229,24
2021,W00006410,W00006410,194,191,3
2021,W00006411,W00006411,266,253,13
2021,W00006412,W00006412,291,275,16
2021,W00006413,W00006413,314,290,24
2021,W00006414,W00006414,289,261,28
2021,W00006415,W00006415,294,269,25
2021,W00006416,W00006416,332,309,23
2021,W00006417,W00006417,291,266,25
2021,W00006418,W00006418,224,208,16
2021,W00006419,W00006419,287,266,21
2021,W00006420,W00006420,219,198,21
2021,W00006421,W00006421,326,293,33
2021,W00006422,W00006422,323,296,27
2021,W00006423,W00006423,301,265,36
2021,W00006424,W00006424,303,274,29
2021,W00006425,W00006425,319,301,18
2021,W00006426,W00006426,228,219,9
2021,W00006427,W00006427,233,214,19
2021,W00006428,W00006428,347,316,31
2021,W00006429,W00006429,422,373,49
2021,W00006430,W00006430,359,324,35
2021,W00006431,W00006431,243,220,23
2021,W00006432,W00006432,466,418,48
2021,W00006433,W00006433,270,212,58
2021,W00006434,W00006434,221,187,34
2021,W00006435,W00006435,429,318,111
2021,W00006437,W00006437,253,202,51
2021,W00006438,W00006438,258,233,25
2021,W00006439,W00006439,557,438,119
2021,W00006440,W00006440,533,399,134
2021,W00006441,W00006441,244,219,25
2021,W00006442,W00006442,337,269,68
2021,W00006443,W00006443,274,237,37
2021,W00006444,W00006444,308,280,28
2021,W00006445,W00006445,546,400,146
2021,W00006446,W00006446,233,207,26
2021,W00006447,W00006447,274,238,36
2021,W00006448,W00006448,474,396,78
2021,W00006449,W00006449,340,282,58
2021,W00006450,W00006450,286,245,41
2021,W00006451,W00006451,279,246,33
2021,W00006452,W00006452,312,258,54
2021,W00006453,W00006453,321,259,62
2021,W00006454,W00006454,269,229,40
2021,W00006455,W00006455,240,215,25
2021,W00006456,W00006456,286,226,60
2021,W00006457,W00006457,260,230,30
2021,W00006458,W00006458,306,278,28
2021,W00006459,W00006459,274,250,24
2021,W00006460,W00006460,266,238,28
2021,W00006461,W00006461,301,253,48
2021,W00006462,W00006462,282,241,41
2021,W00006463,W00006463,256,223,33
2021,W00006464,W00006464,274,241,33
2021,W00006465,W00006465,308,270,38
2021,W00006466,W00006466,313,269,44
2021,W00006467,W00006467,257,212,45
2021,W00006468,W00006468,300,265,35
2021,W00006469,W00006469,274,238,36
2021,W00006470,W00006470,279,246,33
2021,W00006471,W00006471,361,320,41
2021,W00006472,W00006472,324,287,37
2021,W00006473,W00006473,198,181,17
2021,W00006474,W00006474,157,144,13
2021,W00006475,W00006475,241,214,27
2021,W00006476,W00006476,264,233,31
2021,W00006477,W00006477,260,201,59
2021,W00006478,W00006478,259,230,29
2021,W00006479,W00006479,311,259,52
2021,W00006480,W00006480,281,251,30
2021,W00006481,W00006481,175,154,21
2021,W00006482,W00006482,345,318,27
2021,W00006483,W00006483,147,139,8
2021,W00006484,W00006484,298,272,26
2021,W00006485,W00006485,389,333,56
2021,W00006486,W00006486,268,221,47
2021,W00006487,W00006487,263,236,27
2021,W00006488,W00006488,263,225,38
2021,W00006489,W00006489,282,255,27
2021,W00006490,W00006490,327,297,30
2021,W00006491,W00006491,207,194,13
2021,W00006492,W00006492,266,244,22
2021,W00006493,W00006493,262,246,16
2021,W00006494,W00006494,275,242,33
2021,W00006495,W00006495,291,252,39
2021,W00006496,W00006496,369,343,26
2021,W00006497,W00006497,298,258,40
2021,W00006498,W00006498,319,279,40
2021,W00006499,W00006499,239,202,37
2021,W00006500,W00006500,294,261,33
2021,W00006501,W00006501,335,302,33
2021,W00006502,W00006502,250,229,21
2021,W00006503,W00006503,418,383,35
2021,W00006504,W00006504,270,253,17
2021,W00006505,W00006505,226,206,20
2021,W00006506,W00006506,273,254,19
2021,W00006507,W00006507,310,285,25
2021,W00006508,W00006508,316,278,38
2021,W00006509,W00006509,305,281,24
2021,W00006510,W00006510,213,193,20
2021,W00006511,W00006511,313,289,24
2021,W00006512,W00006512,293,257,36
2021,W00006513,W00006513,196,178,18
2021,W00006514,W00006514,314,285,29
2021,W00006515,W00006515,439,348,91
2021,W00006516,W00006516,372,314,58
2021,W00006517,W00006517,296,274,22
2021,W00006518,W00006518,305,266,39
2021,W00006519,W00006519,258,237,21
2021,W00006520,W00006520,267,237,30
2021,W00006521,W00006521,262,242,20
2021,W00006522,W00006522,218,190,28
2021,W00006523,W00006523,247,223,24
2021,W00006524,W00006524,261,218,43
2021,W00006525,W00006525,233,207,26
2021,W00006526,W00006526,307,276,31
2021,W00006527,W00006527,182,172,10
2021,W00006528,W00006528,423,342,81
2021,W00006529,W00006529,253,231,22
2021,W00006530,W00006530,246,215,31
2021,W00006531,W00006531,353,323,30
2021,W00006532,W00006532,307,266,41
2021,W00006533,W00006533,299,259,40
2021,W00006534,W00006534,363,327,36
2021,W00006535,W00006535,262,243,19
2021,W00006536,W00006536,294,262,32
2021,W00006537,W00006537,288,256,32
2021,W00006538,W00006538,296,265,31
2021,W00006539,W00006539,244,219,25
2021,W00006540,W00006540,263,233,30
2021,W00006541,W00006541,274,232,42
2021,W00006542,W00006542,245,210,35
2021,W00006543,W00006543,269,230,39
2021,W00006544,W00006544,251,229,22
2021,W00006545,W00006545,272,222,50
2021,W00006546,W00006546,331,302,29
2021,W00006547,W00006547,295,263,32
2021,W00006548,W00006548,231,204,27
2021,W00006549,W00006549,303,261,42
2021,W00006550,W00006550,259,225,34
2021,W00006551,W00006551,604,531,73
2021,W00006552,W00006552,218,202,16
2021,W00006553,W00006553,298,286,12
2021,W00006554,W00006554,293,262,31
2021,W00006555,W00006555,256,229,27
2021,W00006556,W00006556,286,260,26
2021,W00006557,W00006557,281,248,33
2021,W00006558,W00006558,238,219,19
2021,W00006559,W00006559,314,291,23
2021,W00006560,W00006560,169,165,4
2021,W00006561,W00006561,255,235,20
2021,W00006562,W00006562,284,252,32
2021,W00006564,W00006564,570,497,73
2021,W00006565,W00006565,298,266,32
2021,W00006566,W00006566,376,344,32
2021,W00006567,W00006567,302,274,28
2021,W00006568,W00006568,221,205,16
2021,W00006569,W00006569,331,300,31
2021,W00006570,W00006570,279,250,29
2021,W00006571,W00006571,242,224,18
2021,W00006572,W00006572,261,239,22
2021,W00006573,W00006573,367,333,34
2021,W00006574,W00006574,256,225,31
2021,W00006575,W00006575,295,265,30
2021,W00006576,W00006576,280,263,17
2021,W00006577,W00006577,301,281,20
2021,W00006578,W00006578,272,253,19
2021,W00006579,W00006579,299,271,28
2021,W00006580,W00006580,277,258,19
2021,W00006581,W00006581,293,276,17
2021,W00006583,W00006583,261,252,9
2021,W00006584,W00006584,334,307,27
2021,W00006585,W00006585,269,245,24
2021,W00006586,W00006586,459,426,33
2021,W00006587,W00006587,322,298,24
2021,W00006588,W00006588,296,269,27
2021,W00006589,W00006589,329,309,20
2021,W00006590,W00006590,286,267,19
2021,W00006592,W00006592,277,251,26
2021,W00006593,W00006593,225,215,10
2021,W00006594,W00006594,287,269,18
2021,W00006596,W00006596,252,235,17
2021,W00006597,W00006597,261,225,36
2021,W00006598,W00006598,297,248,49
2021,W00006599,W00006599,295,253,42
2021,W00006600,W00006600,277,240,37
2021,W00006601,W00006601,314,281,33
2021,W00006602,W00006602,295,253,42
2021,W00006603,W00006603,268,235,33
2021,W00006604,W00006604,250,222,28
2021,W00006605,W00006605,248,219,29
2021,W00006606,W00006606,362,317,45
2021,W00006607,W00006607,251,214,37
2021,W00006608,W00006608,200,183,17
2021,W00006609,W00006609,315,302,13
2021,W00006610,W00006610,328,299,29
2021,W00006611,W00006611,303,280,23
2021,W00006612,W00006612,247,232,15
2021,W00006613,W00006613,243,222,21
2021,W00006614,W00006614,323,278,45
2021,W00006615,W00006615,325,290,35
2021,W00006616,W00006616,262,237,25
2021,W00006617,W00006617,289,252,37
2021,W00006618,W00006618,312,285,27
2021,W00006619,W00006619,329,309,20
2021,W00006620,W00006620,314,294,20
2021,W00006621,W00006621,313,289,24
2021,W00006622,W00006622,275,248,27
2021,W00006623,W00006623,333,294,39
2021,W00006624,W00006624,357,324,33
2021,W00006625,W00006625,431,393,38
2021,W00006626,W00006626,471,442,29
2021,W00006627,W00006627,225,206,19
2021,W00006628,W00006628,535,491,44
2021,W00006629,W00006629,334,297,37
2021,W00006630,W00006630,343,331,12
2021,W00006631,W00006631,302,271,31
2021,W00006633,W00006633,432,390,42
2021,W00006634,W00006634,296,285,11
2021,W00006635,W00006635,276,258,18
2021,W00006636,W00006636,250,218,32
2021,W00006637,W00006637,239,204,35
2021,W00006638,W00006638,236,194,42
2021,W00006639,W00006639,271,241,30
2021,W00006640,W00006640,342,269,73
2021,W00006641,W00006641,218,211,7
2021,W00006642,W00006642,306,261,45
2021,W00006643,W00006643,309,270,39
2021,W00006644,W00006644,218,203,15
2021,W00006645,W00006645,295,261,34
2021,W00006646,W00006646,234,215,19
2021,W00006647,W00006647,302,263,39
2021,W00006648,W00006648,356,306,50
2021,W00006649,W00006649,303,269,34
2021,W00006650,W00006650,270,245,25
2021,W00006651,W00006651,254,242,12
2021,W00006652,W00006652,224,184,40
2021,W00006653,W00006653,338,299,39
2021,W00006654,W00006654,282,262,20
2021,W00006655,W00006655,270,245,25
2021,W00006656,W00006656,296,268,28
2021,W00006657,W00006657,322,269,53
2021,W00006658,W00006658,251,232,19
2021,W00006659,W00006659,267,236,31
2021,W00006660,W00006660,299,260,39
2021,W00006661,W00006661,312,275,37
2021,W00006662,W00006662,201,178,23
2021,W00006663,W00006663,244,206,38
2021,W00006664,W00006664,186,150,36
2021,W00006665,W00006665,387,324,63
2021,W00006666,W00006666,249,210,39
2021,W00006667,W00006667,283,253,30
2021,W00006668,W00006668,293,262,31
2021,W00006669,W00006669,315,257,58
2021,W00006670,W00006670,262,233,29
2021,W00006671,W00006671,356,287,69
2021,W00006672,W00006672,214,200,14
2021,W00006673,W00006673,291,240,51
2021,W00006674,W00006674,319,263,56
2021,W00006675,W00006675,220,191,29
2021,W00006676,W00006676,323,264,59
2021,W00006677,W00006677,261,224,37
2021,W00006678,W00006678,255,233,22
2021,W00006679,W00006679,195,167,28
2021,W00006680,W00006680,284,252,32
2021,W00006681,W00006681,271,253,18
2021,W00006682,W00006682,250,232,18
2021,W00006683,W00006683,248,235,13
2021,W00006684,W00006684,205,185,20
2021,W00006685,W00006685,185,178,7
2021,W00006686,W00006686,227,212,15
2021,W00006687,W00006687,247,235,12
2021,W00006688,W00006688,348,294,54
2021,W00006689,W00006689,233,206,27
2021,W00006690,W00006690,239,224,15
2021,W00006691,W00006691,260,228,32
2021,W00006692,W00006692,306,283,23
2021,W00006693,W00006693,276,248,28
2021,W00006694,W00006694,271,231,40
2021,W00006695,W00006695,229,201,28
2021,W00006696,W00006696,302,274,28
2021,W00006697,W00006697,281,253,28
2021,W00006698,W00006698,284,251,33
2021,W00006699,W00006699,250,239,11
2021,W00006700,W00006700,271,243,28
2021,W00006701,W00006701,312,287,25
2021,W00006702,W00006702,248,232,16
2021,W00006703,W00006703,261,235,26
2021,W00006704,W00006704,300,260,40
2021,W00006705,W00006705,297,263,34
2021,W00006706,W00006706,254,242,12
2021,W00006707,W00006707,229,202,27
2021,W00006708,W00006708,283,258,25
2021,W00006709,W00006709,284,248,36
2021,W00006710,W00006710,297,267,30
2021,W00006711,W00006711,264,225,39
2021,W00006712,W00006712,228,217,11
2021,W00006713,W00006713,307,283,24
2021,W00006714,W00006714,288,266,22
2021,W00006715,W00006715,287,251,36
2021,W00006716,W00006716,189,178,11
2021,W00006717,W00006717,283,233,50
2021,W00006718,W00006718,219,204,15
2021,W00006719,W00006719,244,210,34
2021,W00006720,W00006720,257,239,18
2021,W00006721,W00006721,305,253,52
2021,W00006722,W00006722,302,251,51
2021,W00006723,W00006723,190,176,14
2021,W00006724,W00006724,249,217,32
2021,W00006725,W00006725,428,342,86
2021,W00006726,W00006726,313,258,55
2021,W00006727,W00006727,292,263,29
2021,W00006728,W00006728,270,227,43
2021,W00006729,W00006729,283,246,37
2021,W00006730,W00006730,257,217,40
2021,W00006731,W00006731,317,282,35
2021,W00006732,W00006732,314,278,36
2021,W00006733,W00006733,306,277,29
2021,W00006734,W00006734,284,252,32
2021,W00006735,W00006735,303,265,38
2021,W00006736,W00006736,199,178,21
2021,W00006737,W00006737,281,257,24
2021,W00006738,W00006738,322,270,52
2021,W00006739,W00006739,342,288,54
2021,W00006740,W00006740,345,317,28
2021,W00006741,W00006741,260,233,27
2021,W00006742,W00006742,286,249,37
2021,W00006743,W00006743,252,222,30
2021,W00006744,W00006744,258,218,40
2021,W00006745,W00006745,274,246,28
2021,W00006746,W00006746,292,259,33
2021,W00006747,W00006747,127,108,19
2021,W00006748,W00006748,307,267,40
2021,W00006749,W00006749,297,261,36
2021,W00006750,W00006750,297,250,47
2021,W00006751,W00006751,284,238,46
2021,W00006752,W00006752,281,248,33
2021,W00006753,W00006753,275,257,18
2021,W00006754,W00006754,322,288,34
2021,W00006755,W00006755,243,216,27
2021,W00006756,W00006756,328,291,37
2021,W00006757,W00006757,241,227,14
2021,W00006758,W00006758,252,235,17
2021,W00006759,W00006759,251,233,18
2021,W00006760,W00006760,317,294,23
2021,W00006761,W00006761,250,224,26
2021,W00006762,W00006762,330,297,33
2021,W00006763,W00006763,275,249,26
2021,W00006765,W00006765,376,339,37
2021,W00006766,W00006766,254,245,9
2021,W00006767,W00006767,403,369,34
2021,W00006768,W00006768,275,256,19
2021,W00006769,W00006769,265,233,32
2021,W00006770,W00006770,278,266,12
2021,W00006772,W00006772,320,278,42
2021,W00006773,W00006773,340,304,36
2021,W00006774,W00006774,427,395,32
2021,W00006775,W00006775,413,381,32
2021,W00006776,W00006776,389,359,30
2021,W00006777,W00006777,193,189,4
2021,W00006779,W00006779,547,505,42
2021,W00006780,W00006780,209,200,9
2021,W00006781,W00006781,297,280,17
2021,W00006782,W00006782,285,264,21
2021,W00006783,W00006783,221,199,22
2021,W00006784,W00006784,275,259,16
2021,W00006785,W00006785,260,232,28
2021,W00006786,W00006786,303,278,25
2021,W00006787,W00006787,269,254,15
2021,W00006788,W00006788,244,229,15
2021,W00006789,W00006789,295,279,16
2021,W00006790,W00006790,277,258,19
2021,W00006791,W00006791,304,286,18
2021,W00006792,W00006792,280,262,18
2021,W00006793,W00006793,254,233,21
2021,W00006794,W00006794,230,220,10
2021,W00006795,W00006795,290,258,32
2021,W00006796,W00006796,265,248,17
2021,W00006797,W00006797,241,229,12
2021,W00006798,W00006798,286,268,18
2021,W00006799,W00006799,354,337,17
2021,W00006800,W00006800,373,342,31
2021,W00006801,W00006801,262,247,15
2021,W00006802,W00006802,281,264,17
2021,W00006803,W00006803,299,265,34
2021,W00006804,W00006804,321,308,13
2021,W00006805,W00006805,183,165,18
2021,W00006806,W00006806,291,267,24
2021,W00006807,W00006807,258,248,10
2021,W00006808,W00006808,330,304,26
2021,W00006809,W00006809,228,222,6
2021,W00006810,W00006810,254,250,4
2021,W00006811,W00006811,305,279,26
2021,W00006812,W00006812,254,229,25
2021,W00006813,W00006813,271,261,10
2021,W00006814,W00006814,345,324,21
2021,W00006815,W00006815,448,435,13
2021,W00006816,W00006816,404,383,21
